gene	length
ENSG00000148296	2684
ENSG00000148297	7242
ENSG00000148300	2599
ENSG00000148303	2242
ENSG00000148308	3992
ENSG00000148331	2330
ENSG00000148334	3039
ENSG00000148335	2674
ENSG00000148337	5074
ENSG00000148339	4979
ENSG00000148341	6814
ENSG00000148343	6302
ENSG00000148344	1896
ENSG00000148356	4365
ENSG00000148358	9135
ENSG00000148362	1367
ENSG00000148384	3394
ENSG00000148396	12102
ENSG00000148399	4475
ENSG00000148400	9880
ENSG00000148411	7212
ENSG00000148426	3663
ENSG00000148429	14202
ENSG00000148444	3315
ENSG00000148450	2052
ENSG00000148459	1959
ENSG00000148468	3955
ENSG00000148481	4094
ENSG00000148484	4191
ENSG00000148498	6513
ENSG00000148516	8561
ENSG00000148572	1850
ENSG00000148606	8112
ENSG00000148634	15838
ENSG00000148660	6770
ENSG00000148672	4027
ENSG00000148680	3447
ENSG00000148688	6872
ENSG00000148690	8222
ENSG00000148700	6541
ENSG00000148719	5649
ENSG00000148730	7257
ENSG00000148737	5049
ENSG00000148773	12807
ENSG00000148798	3231
ENSG00000148803	1274
ENSG00000148814	11541
ENSG00000148824	4095
ENSG00000148832	2320
ENSG00000148834	1691
ENSG00000148835	3268
ENSG00000148840	6053
ENSG00000148841	4588
ENSG00000148842	16324
ENSG00000148843	7382
ENSG00000148848	9860
ENSG00000148908	1252
ENSG00000148925	3495
ENSG00000148926	2718
ENSG00000148943	4688
ENSG00000148950	2854
ENSG00000148985	3781
ENSG00000149016	4082
ENSG00000149050	2949
ENSG00000149054	4025
ENSG00000149084	8600
ENSG00000149089	5432
ENSG00000149090	3862
ENSG00000149091	10849
ENSG00000149100	7428
ENSG00000149115	7149
ENSG00000149131	3603
ENSG00000149136	6323
ENSG00000149150	3534
ENSG00000149177	6880
ENSG00000149179	5671
ENSG00000149182	5920
ENSG00000149187	10441
ENSG00000149196	3417
ENSG00000149212	10370
ENSG00000149218	4687
ENSG00000149231	6985
ENSG00000149243	3101
ENSG00000149256	16330
ENSG00000149257	4914
ENSG00000149260	6166
ENSG00000149262	6074
ENSG00000149269	6299
ENSG00000149273	5894
ENSG00000149289	9719
ENSG00000149292	5302
ENSG00000149308	7534
ENSG00000149311	22317
ENSG00000149313	6183
ENSG00000149346	1837
ENSG00000149357	2778
ENSG00000149380	4009
ENSG00000149428	7694
ENSG00000149451	5386
ENSG00000149474	4251
ENSG00000149476	8136
ENSG00000149480	4236
ENSG00000149483	6348
ENSG00000149485	10228
ENSG00000149489	2495
ENSG00000149499	5490
ENSG00000149503	4473
ENSG00000149531	1770
ENSG00000149532	6019
ENSG00000149541	2428
ENSG00000149547	3551
ENSG00000149548	4823
ENSG00000149554	6550
ENSG00000149557	5932
ENSG00000149571	6594
ENSG00000149577	9061
ENSG00000149582	5529
ENSG00000149591	3917
ENSG00000149596	5943
ENSG00000149600	2584
ENSG00000149633	7947
ENSG00000149636	2739
ENSG00000149639	15128
ENSG00000149657	3381
ENSG00000149658	3457
ENSG00000149679	3785
ENSG00000149716	7873
ENSG00000149743	2210
ENSG00000149761	3721
ENSG00000149781	3062
ENSG00000149782	4964
ENSG00000149792	3080
ENSG00000149798	2452
ENSG00000149806	1846
ENSG00000149809	3408
ENSG00000149823	4878
ENSG00000149923	2734
ENSG00000149925	6153
ENSG00000149929	3928
ENSG00000149930	9058
ENSG00000149932	2428
ENSG00000149948	14808
ENSG00000149968	2048
ENSG00000149970	7160
ENSG00000150051	4106
ENSG00000150093	6127
ENSG00000150281	1664
ENSG00000150316	2989
ENSG00000150347	8164
ENSG00000150401	4346
ENSG00000150403	3682
ENSG00000150433	5467
ENSG00000150455	3591
ENSG00000150456	1339
ENSG00000150457	5739
ENSG00000150459	3394
ENSG00000150477	11127
ENSG00000150510	5288
ENSG00000150540	4752
ENSG00000150593	4535
ENSG00000150627	7817
ENSG00000150630	2423
ENSG00000150636	5844
ENSG00000150687	11725
ENSG00000150712	5545
ENSG00000150753	5839
ENSG00000150756	2462
ENSG00000150760	8079
ENSG00000150764	8509
ENSG00000150768	4831
ENSG00000150776	5755
ENSG00000150779	1166
ENSG00000150787	3130
ENSG00000150867	5088
ENSG00000150907	5811
ENSG00000150938	7122
ENSG00000150961	9938
ENSG00000150967	13037
ENSG00000150977	1435
ENSG00000150990	6618
ENSG00000150991	3898
ENSG00000150995	12902
ENSG00000151006	5501
ENSG00000151012	9645
ENSG00000151014	1769
ENSG00000151065	3571
ENSG00000151067	14095
ENSG00000151090	8709
ENSG00000151092	8326
ENSG00000151093	2486
ENSG00000151116	5515
ENSG00000151131	1424
ENSG00000151135	4768
ENSG00000151136	7924
ENSG00000151148	12450
ENSG00000151151	6133
ENSG00000151176	3033
ENSG00000151208	10365
ENSG00000151229	10027
ENSG00000151233	7497
ENSG00000151239	3932
ENSG00000151240	10003
ENSG00000151247	14067
ENSG00000151276	11647
ENSG00000151287	2154
ENSG00000151292	5000
ENSG00000151304	3111
ENSG00000151320	13428
ENSG00000151327	8383
ENSG00000151332	3461
ENSG00000151338	18149
ENSG00000151348	5286
ENSG00000151353	5044
ENSG00000151366	2652
ENSG00000151376	3838
ENSG00000151388	9778
ENSG00000151413	7593
ENSG00000151414	5485
ENSG00000151422	13593
ENSG00000151445	3695
ENSG00000151458	8794
ENSG00000151461	5906
ENSG00000151465	2404
ENSG00000151466	8294
ENSG00000151468	3681
ENSG00000151470	7015
ENSG00000151474	12499
ENSG00000151490	7519
ENSG00000151491	6200
ENSG00000151498	7174
ENSG00000151500	2119
ENSG00000151502	6483
ENSG00000151503	9101
ENSG00000151532	8408
ENSG00000151552	3059
ENSG00000151553	6212
ENSG00000151575	6880
ENSG00000151576	8054
ENSG00000151611	7677
ENSG00000151612	8433
ENSG00000151617	4238
ENSG00000151623	6607
ENSG00000151632	6086
ENSG00000151640	3176
ENSG00000151651	4780
ENSG00000151657	7509
ENSG00000151665	4978
ENSG00000151687	5758
ENSG00000151689	3856
ENSG00000151690	6031
ENSG00000151692	6473
ENSG00000151693	7248
ENSG00000151694	5481
ENSG00000151702	8479
ENSG00000151718	9966
ENSG00000151725	2981
ENSG00000151726	6134
ENSG00000151729	4844
ENSG00000151743	3195
ENSG00000151746	11790
ENSG00000151748	5630
ENSG00000151773	4648
ENSG00000151778	1399
ENSG00000151779	8949
ENSG00000151789	7420
ENSG00000151806	4454
ENSG00000151835	15880
ENSG00000151849	5053
ENSG00000151876	3014
ENSG00000151881	3401
ENSG00000151882	4622
ENSG00000151883	10056
ENSG00000151892	9832
ENSG00000151893	7828
ENSG00000151914	41453
ENSG00000151917	5739
ENSG00000151923	4470
ENSG00000151929	2747
ENSG00000151967	7645
ENSG00000152022	3979
ENSG00000152049	4124
ENSG00000152056	4284
ENSG00000152061	13701
ENSG00000152076	4487
ENSG00000152078	7402
ENSG00000152082	1815
ENSG00000152102	5435
ENSG00000152104	18756
ENSG00000152117	4249
ENSG00000152127	8578
ENSG00000152133	4040
ENSG00000152137	2858
ENSG00000152147	4361
ENSG00000152193	3529
ENSG00000152217	11151
ENSG00000152219	5465
ENSG00000152223	13675
ENSG00000152229	4120
ENSG00000152234	7012
ENSG00000152240	2165
ENSG00000152242	5614
ENSG00000152253	1841
ENSG00000152256	15115
ENSG00000152268	5639
ENSG00000152270	10467
ENSG00000152284	4414
ENSG00000152291	7077
ENSG00000152332	9246
ENSG00000152348	5449
ENSG00000152359	3455
ENSG00000152377	6174
ENSG00000152380	3109
ENSG00000152382	2963
ENSG00000152404	3583
ENSG00000152409	9042
ENSG00000152413	6154
ENSG00000152422	2676
ENSG00000152433	3568
ENSG00000152439	8073
ENSG00000152443	5484
ENSG00000152454	2176
ENSG00000152455	3565
ENSG00000152457	7307
ENSG00000152464	1930
ENSG00000152465	5058
ENSG00000152475	2076
ENSG00000152484	4497
ENSG00000152492	9202
ENSG00000152495	13910
ENSG00000152503	6113
ENSG00000152518	3696
ENSG00000152520	6355
ENSG00000152527	9835
ENSG00000152556	7284
ENSG00000152558	4647
ENSG00000152582	14887
ENSG00000152601	9989
ENSG00000152620	4885
ENSG00000152642	4802
ENSG00000152661	3037
ENSG00000152683	5387
ENSG00000152684	4349
ENSG00000152689	11118
ENSG00000152700	10963
ENSG00000152726	4382
ENSG00000152749	8822
ENSG00000152763	6700
ENSG00000152767	26934
ENSG00000152778	4015
ENSG00000152782	4127
ENSG00000152784	4588
ENSG00000152795	5209
ENSG00000152804	4772
ENSG00000152818	14405
ENSG00000152894	9066
ENSG00000152904	4633
ENSG00000152926	10688
ENSG00000152942	4159
ENSG00000152944	2823
ENSG00000152952	7646
ENSG00000152953	5324
ENSG00000152990	9241
ENSG00000153006	7537
ENSG00000153015	3740
ENSG00000153029	9264
ENSG00000153037	3598
ENSG00000153044	2244
ENSG00000153046	4531
ENSG00000153048	5545
ENSG00000153066	4292
ENSG00000153071	7714
ENSG00000153094	6660
ENSG00000153107	13324
ENSG00000153113	12437
ENSG00000153130	6294
ENSG00000153132	3730
ENSG00000153140	3106
ENSG00000153147	8385
ENSG00000153162	2780
ENSG00000153179	3705
ENSG00000153187	8492
ENSG00000153201	12302
ENSG00000153207	9609
ENSG00000153214	5256
ENSG00000153233	5142
ENSG00000153234	3967
ENSG00000153246	9803
ENSG00000153250	11750
ENSG00000153291	3366
ENSG00000153310	9129
ENSG00000153317	8278
ENSG00000153339	9217
ENSG00000153363	877
ENSG00000153391	5085
ENSG00000153395	6494
ENSG00000153406	3541
ENSG00000153443	3619
ENSG00000153485	1365
ENSG00000153487	4123
ENSG00000153531	2308
ENSG00000153551	3751
ENSG00000153558	7664
ENSG00000153560	9760
ENSG00000153561	6804
ENSG00000153574	1848
ENSG00000153575	5940
ENSG00000153707	11081
ENSG00000153714	2132
ENSG00000153721	21564
ENSG00000153767	3370
ENSG00000153774	3230
ENSG00000153786	3947
ENSG00000153790	3837
ENSG00000153814	4020
ENSG00000153815	8376
ENSG00000153823	3364
ENSG00000153827	12594
ENSG00000153832	3945
ENSG00000153879	4411
ENSG00000153885	6388
ENSG00000153896	6796
ENSG00000153898	3440
ENSG00000153904	5982
ENSG00000153914	18240
ENSG00000153922	8801
ENSG00000153933	10041
ENSG00000153936	10267
ENSG00000153944	21471
ENSG00000153956	9010
ENSG00000153975	2656
ENSG00000153976	2628
ENSG00000153982	2970
ENSG00000153989	4676
ENSG00000153993	8062
ENSG00000154001	9188
ENSG00000154027	6916
ENSG00000154035	4930
ENSG00000154040	3195
ENSG00000154059	4918
ENSG00000154065	6412
ENSG00000154079	1440
ENSG00000154096	5923
ENSG00000154102	2181
ENSG00000154114	7020
ENSG00000154122	10868
ENSG00000154124	8614
ENSG00000154127	9011
ENSG00000154133	7033
ENSG00000154134	7026
ENSG00000154144	6620
ENSG00000154146	1309
ENSG00000154174	5387
ENSG00000154175	10978
ENSG00000154188	7117
ENSG00000154217	7642
ENSG00000154222	7491
ENSG00000154229	11152
ENSG00000154237	9541
ENSG00000154240	7849
ENSG00000154258	9139
ENSG00000154262	14151
ENSG00000154265	13161
ENSG00000154277	2282
ENSG00000154305	10188
ENSG00000154309	5549
ENSG00000154310	8572
ENSG00000154319	5033
ENSG00000154328	3367
ENSG00000154330	7426
ENSG00000154358	32207
ENSG00000154359	5685
ENSG00000154370	8522
ENSG00000154380	15032
ENSG00000154429	6257
ENSG00000154447	5624
ENSG00000154451	8200
ENSG00000154473	3203
ENSG00000154511	2574
ENSG00000154518	6780
ENSG00000154529	13217
ENSG00000154553	8080
ENSG00000154556	16730
ENSG00000154582	4934
ENSG00000154589	607
ENSG00000154608	5861
ENSG00000154640	2306
ENSG00000154642	6235
ENSG00000154654	8732
ENSG00000154678	13821
ENSG00000154710	5618
ENSG00000154719	1199
ENSG00000154721	5937
ENSG00000154723	2043
ENSG00000154727	5429
ENSG00000154734	7063
ENSG00000154736	9056
ENSG00000154743	5667
ENSG00000154760	9329
ENSG00000154767	4798
ENSG00000154781	3533
ENSG00000154803	9786
ENSG00000154813	3562
ENSG00000154814	6056
ENSG00000154822	5152
ENSG00000154832	4319
ENSG00000154839	2950
ENSG00000154845	8131
ENSG00000154856	5943
ENSG00000154874	10105
ENSG00000154889	7630
ENSG00000154917	6005
ENSG00000154920	3294
ENSG00000154928	6956
ENSG00000154945	4849
ENSG00000154957	3006
ENSG00000154978	5361
ENSG00000155008	1279
ENSG00000155011	4319
ENSG00000155016	6096
ENSG00000155034	4981
ENSG00000155085	10098
ENSG00000155090	4003
ENSG00000155096	6426
ENSG00000155097	5851
ENSG00000155099	3066
ENSG00000155100	3977
ENSG00000155111	7620
ENSG00000155115	1067
ENSG00000155130	4273
ENSG00000155158	12208
ENSG00000155189	4681
ENSG00000155229	5855
ENSG00000155252	4864
ENSG00000155254	3377
ENSG00000155256	4031
ENSG00000155275	7724
ENSG00000155287	1752
ENSG00000155304	4194
ENSG00000155313	7812
ENSG00000155324	5051
ENSG00000155329	2550
ENSG00000155330	7443
ENSG00000155363	6509
ENSG00000155366	4028
ENSG00000155368	2499
ENSG00000155380	6438
ENSG00000155393	4183
ENSG00000155438	2447
ENSG00000155463	3254
ENSG00000155465	5131
ENSG00000155506	8492
ENSG00000155508	3930
ENSG00000155542	2535
ENSG00000155545	5763
ENSG00000155561	7623
ENSG00000155592	7970
ENSG00000155621	4973
ENSG00000155636	4784
ENSG00000155640	4542
ENSG00000155657	118327
ENSG00000155660	3277
ENSG00000155666	4048
ENSG00000155729	4915
ENSG00000155744	12810
ENSG00000155754	6815
ENSG00000155755	7642
ENSG00000155760	3851
ENSG00000155816	9691
ENSG00000155827	4690
ENSG00000155849	9767
ENSG00000155850	8606
ENSG00000155858	6584
ENSG00000155868	2913
ENSG00000155876	1648
ENSG00000155893	7052
ENSG00000155897	5961
ENSG00000155903	5981
ENSG00000155906	2225
ENSG00000155957	4420
ENSG00000155959	2562
ENSG00000155962	2840
ENSG00000155966	14006
ENSG00000155970	4606
ENSG00000155975	6784
ENSG00000155980	6261
ENSG00000155984	5133
ENSG00000156011	15210
ENSG00000156017	4610
ENSG00000156026	4533
ENSG00000156030	13484
ENSG00000156050	5056
ENSG00000156052	6738
ENSG00000156103	12115
ENSG00000156110	2970
ENSG00000156113	18808
ENSG00000156136	3227
ENSG00000156140	6585
ENSG00000156162	7136
ENSG00000156170	6406
ENSG00000156171	3138
ENSG00000156172	3334
ENSG00000156232	3874
ENSG00000156239	4865
ENSG00000156253	3395
ENSG00000156256	5694
ENSG00000156261	3339
ENSG00000156265	4497
ENSG00000156273	7717
ENSG00000156298	3105
ENSG00000156304	5901
ENSG00000156313	7143
ENSG00000156345	5727
ENSG00000156374	2613
ENSG00000156381	2133
ENSG00000156384	2530
ENSG00000156398	8034
ENSG00000156411	3415
ENSG00000156453	5641
ENSG00000156463	7232
ENSG00000156466	3697
ENSG00000156467	9715
ENSG00000156469	1801
ENSG00000156471	6295
ENSG00000156482	4027
ENSG00000156500	6450
ENSG00000156502	4283
ENSG00000156504	4404
ENSG00000156508	5944
ENSG00000156509	3950
ENSG00000156515	6166
ENSG00000156521	4597
ENSG00000156531	8015
ENSG00000156535	9563
ENSG00000156587	2197
ENSG00000156599	5429
ENSG00000156603	1775
ENSG00000156639	4036
ENSG00000156642	4042
ENSG00000156650	13400
ENSG00000156671	7316
ENSG00000156675	9602
ENSG00000156689	1834
ENSG00000156697	4087
ENSG00000156709	3306
ENSG00000156711	2738
ENSG00000156735	4809
ENSG00000156787	8611
ENSG00000156795	2132
ENSG00000156802	7118
ENSG00000156804	7395
ENSG00000156831	2714
ENSG00000156853	4159
ENSG00000156858	3860
ENSG00000156860	7218
ENSG00000156869	3887
ENSG00000156873	7502
ENSG00000156875	2943
ENSG00000156876	3972
ENSG00000156928	3851
ENSG00000156931	10366
ENSG00000156958	5454
ENSG00000156970	4476
ENSG00000156973	2850
ENSG00000156976	6133
ENSG00000156983	5477
ENSG00000156990	5348
ENSG00000157014	5572
ENSG00000157020	5446
ENSG00000157036	5223
ENSG00000157045	3525
ENSG00000157077	5529
ENSG00000157106	25227
ENSG00000157107	6143
ENSG00000157110	8982
ENSG00000157111	1535
ENSG00000157150	1650
ENSG00000157168	7657
ENSG00000157181	4153
ENSG00000157184	3401
ENSG00000157191	5559
ENSG00000157193	7077
ENSG00000157212	9643
ENSG00000157214	8715
ENSG00000157216	5227
ENSG00000157224	6765
ENSG00000157227	4464
ENSG00000157240	4341
ENSG00000157259	4791
ENSG00000157326	2305
ENSG00000157349	4522
ENSG00000157350	6287
ENSG00000157353	7405
ENSG00000157379	5002
ENSG00000157423	23411
ENSG00000157426	4643
ENSG00000157429	7983
ENSG00000157445	4670
ENSG00000157450	7181
ENSG00000157456	1825
ENSG00000157483	6626
ENSG00000157500	7033
ENSG00000157510	4721
ENSG00000157514	4766
ENSG00000157538	9343
ENSG00000157540	10292
ENSG00000157551	9685
ENSG00000157557	4595
ENSG00000157593	2053
ENSG00000157600	6583
ENSG00000157601	8611
ENSG00000157613	4038
ENSG00000157617	8602
ENSG00000157625	12430
ENSG00000157637	7716
ENSG00000157657	10384
ENSG00000157680	15547
ENSG00000157693	4792
ENSG00000157734	5767
ENSG00000157741	16386
ENSG00000157764	10380
ENSG00000157766	10908
ENSG00000157778	1960
ENSG00000157796	8873
ENSG00000157800	10588
ENSG00000157823	8146
ENSG00000157827	6519
ENSG00000157833	5939
ENSG00000157837	6672
ENSG00000157869	2221
ENSG00000157870	3346
ENSG00000157873	6219
ENSG00000157881	5079
ENSG00000157895	4207
ENSG00000157911	2961
ENSG00000157916	5638
ENSG00000157927	6745
ENSG00000157933	6080
ENSG00000157954	8977
ENSG00000157978	5397
ENSG00000157985	13896
ENSG00000158006	3835
ENSG00000158019	3392
ENSG00000158023	16115
ENSG00000158042	2276
ENSG00000158062	4704
ENSG00000158079	6301
ENSG00000158089	4567
ENSG00000158092	3727
ENSG00000158109	2414
ENSG00000158122	3084
ENSG00000158125	6037
ENSG00000158156	2743
ENSG00000158158	5198
ENSG00000158161	6483
ENSG00000158163	5045
ENSG00000158164	685
ENSG00000158169	7089
ENSG00000158186	6315
ENSG00000158195	5666
ENSG00000158201	4366
ENSG00000158234	4072
ENSG00000158258	14596
ENSG00000158270	4719
ENSG00000158286	6585
ENSG00000158290	7031
ENSG00000158292	4082
ENSG00000158296	5982
ENSG00000158301	4921
ENSG00000158315	2914
ENSG00000158321	10418
ENSG00000158352	10333
ENSG00000158373	898
ENSG00000158402	3042
ENSG00000158406	1034
ENSG00000158411	4305
ENSG00000158417	7877
ENSG00000158427	7938
ENSG00000158435	2786
ENSG00000158467	6899
ENSG00000158470	4722
ENSG00000158480	4305
ENSG00000158483	2972
ENSG00000158526	1534
ENSG00000158545	8648
ENSG00000158552	3396
ENSG00000158555	9867
ENSG00000158560	4520
ENSG00000158604	3769
ENSG00000158615	5227
ENSG00000158623	2129
ENSG00000158636	11783
ENSG00000158669	7939
ENSG00000158691	5495
ENSG00000158710	2487
ENSG00000158711	10973
ENSG00000158715	3702
ENSG00000158716	825
ENSG00000158717	4394
ENSG00000158747	3461
ENSG00000158773	2336
ENSG00000158792	2482
ENSG00000158793	3793
ENSG00000158796	2821
ENSG00000158805	7427
ENSG00000158813	6401
ENSG00000158825	963
ENSG00000158828	4836
ENSG00000158850	3419
ENSG00000158859	10334
ENSG00000158863	8278
ENSG00000158864	3997
ENSG00000158882	3099
ENSG00000158941	6534
ENSG00000158966	6392
ENSG00000158985	6024
ENSG00000158987	11125
ENSG00000159023	8282
ENSG00000159055	1723
ENSG00000159063	3449
ENSG00000159069	3252
ENSG00000159079	3353
ENSG00000159082	8070
ENSG00000159086	7212
ENSG00000159110	4614
ENSG00000159111	2764
ENSG00000159128	2960
ENSG00000159131	7804
ENSG00000159140	13197
ENSG00000159147	3513
ENSG00000159164	4824
ENSG00000159167	4149
ENSG00000159176	10318
ENSG00000159199	2615
ENSG00000159200	6840
ENSG00000159202	5753
ENSG00000159208	2696
ENSG00000159210	5270
ENSG00000159212	3860
ENSG00000159214	3554
ENSG00000159216	15574
ENSG00000159217	9109
ENSG00000159228	2450
ENSG00000159231	1169
ENSG00000159239	2994
ENSG00000159256	6408
ENSG00000159259	5118
ENSG00000159261	2853
ENSG00000159263	7652
ENSG00000159267	7708
ENSG00000159314	10419
ENSG00000159322	5931
ENSG00000159335	1473
ENSG00000159346	3193
ENSG00000159348	4504
ENSG00000159352	3027
ENSG00000159363	5253
ENSG00000159377	2158
ENSG00000159388	2757
ENSG00000159399	6064
ENSG00000159403	4696
ENSG00000159423	3687
ENSG00000159433	20706
ENSG00000159445	4390
ENSG00000159459	9928
ENSG00000159461	5758
ENSG00000159479	2704
ENSG00000159556	2221
ENSG00000159579	6064
ENSG00000159592	7433
ENSG00000159593	4810
ENSG00000159596	2439
ENSG00000159640	10469
ENSG00000159658	6526
ENSG00000159674	6013
ENSG00000159685	2763
ENSG00000159692	8361
ENSG00000159714	3261
ENSG00000159720	8212
ENSG00000159733	9624
ENSG00000159761	1789
ENSG00000159784	6430
ENSG00000159788	13591
ENSG00000159792	3977
ENSG00000159840	3482
ENSG00000159842	11709
ENSG00000159873	4320
ENSG00000159882	6298
ENSG00000159884	1445
ENSG00000159885	2003
ENSG00000159899	3865
ENSG00000159905	2715
ENSG00000159917	5989
ENSG00000159921	5477
ENSG00000160007	11245
ENSG00000160013	3546
ENSG00000160014	3667
ENSG00000160049	6622
ENSG00000160050	2818
ENSG00000160051	2293
ENSG00000160055	3583
ENSG00000160058	6275
ENSG00000160062	7075
ENSG00000160072	7748
ENSG00000160075	5428
ENSG00000160087	4712
ENSG00000160094	3331
ENSG00000160113	2676
ENSG00000160124	1746
ENSG00000160131	5109
ENSG00000160145	24490
ENSG00000160172	3402
ENSG00000160179	6124
ENSG00000160193	2738
ENSG00000160194	6345
ENSG00000160199	7271
ENSG00000160200	6833
ENSG00000160201	11112
ENSG00000160207	1908
ENSG00000160208	5760
ENSG00000160209	11905
ENSG00000160211	3709
ENSG00000160213	2490
ENSG00000160214	4251
ENSG00000160216	11296
ENSG00000160218	11941
ENSG00000160219	5269
ENSG00000160221	3108
ENSG00000160223	8110
ENSG00000160226	6063
ENSG00000160233	2529
ENSG00000160256	1402
ENSG00000160271	8261
ENSG00000160284	2333
ENSG00000160285	7238
ENSG00000160293	5682
ENSG00000160294	9353
ENSG00000160298	5315
ENSG00000160299	11660
ENSG00000160305	13718
ENSG00000160310	8031
ENSG00000160323	5695
ENSG00000160325	3518
ENSG00000160326	3540
ENSG00000160336	4825
ENSG00000160345	1864
ENSG00000160352	8030
ENSG00000160360	4945
ENSG00000160392	4875
ENSG00000160401	4703
ENSG00000160404	3802
ENSG00000160408	5309
ENSG00000160410	3936
ENSG00000160439	8575
ENSG00000160445	4370
ENSG00000160446	2597
ENSG00000160447	3375
ENSG00000160460	11677
ENSG00000160469	3841
ENSG00000160539	2430
ENSG00000160551	16980
ENSG00000160563	1823
ENSG00000160570	2631
ENSG00000160584	10920
ENSG00000160588	3964
ENSG00000160602	4420
ENSG00000160606	1311
ENSG00000160613	22303
ENSG00000160633	7036
ENSG00000160679	5558
ENSG00000160685	4243
ENSG00000160688	4019
ENSG00000160691	4342
ENSG00000160695	5906
ENSG00000160703	5320
ENSG00000160710	8356
ENSG00000160712	6343
ENSG00000160714	4161
ENSG00000160741	3612
ENSG00000160746	5287
ENSG00000160752	3718
ENSG00000160753	5427
ENSG00000160766	3653
ENSG00000160767	4468
ENSG00000160783	2680
ENSG00000160785	7112
ENSG00000160789	6985
ENSG00000160796	9819
ENSG00000160799	4754
ENSG00000160803	3878
ENSG00000160813	1187
ENSG00000160818	4437
ENSG00000160828	2252
ENSG00000160877	4474
ENSG00000160888	3072
ENSG00000160908	3505
ENSG00000160917	4250
ENSG00000160932	2640
ENSG00000160948	3738
ENSG00000160949	7078
ENSG00000160951	1421
ENSG00000160953	10249
ENSG00000160957	4241
ENSG00000160959	6131
ENSG00000160961	11611
ENSG00000160972	5414
ENSG00000160991	11098
ENSG00000160993	2312
ENSG00000160999	2236
ENSG00000161010	9193
ENSG00000161011	7664
ENSG00000161013	5495
ENSG00000161016	2159
ENSG00000161021	10690
ENSG00000161036	5926
ENSG00000161048	7561
ENSG00000161057	3538
ENSG00000161091	5277
ENSG00000161179	1754
ENSG00000161202	6090
ENSG00000161203	4753
ENSG00000161204	5207
ENSG00000161217	7978
ENSG00000161243	2833
ENSG00000161249	7444
ENSG00000161265	2875
ENSG00000161267	9112
ENSG00000161277	1825
ENSG00000161281	1006
ENSG00000161298	5802
ENSG00000161326	2499
ENSG00000161328	2769
ENSG00000161395	3669
ENSG00000161513	3599
ENSG00000161526	8268
ENSG00000161533	8543
ENSG00000161542	6939
ENSG00000161544	2949
ENSG00000161547	3017
ENSG00000161551	6234
ENSG00000161558	3701
ENSG00000161618	4643
ENSG00000161638	7577
ENSG00000161642	3179
ENSG00000161647	4491
ENSG00000161653	2822
ENSG00000161654	2811
ENSG00000161664	2230
ENSG00000161671	3229
ENSG00000161677	1514
ENSG00000161681	7567
ENSG00000161682	3592
ENSG00000161692	7146
ENSG00000161714	6750
ENSG00000161791	11982
ENSG00000161800	4541
ENSG00000161813	8102
ENSG00000161835	2829
ENSG00000161847	4892
ENSG00000161888	2839
ENSG00000161904	6788
ENSG00000161912	5739
ENSG00000161914	3301
ENSG00000161920	1477
ENSG00000161921	2794
ENSG00000161955	2176
ENSG00000161956	3669
ENSG00000161960	5316
ENSG00000161970	2472
ENSG00000161980	1889
ENSG00000161981	3060
ENSG00000161996	10534
ENSG00000161999	2628
ENSG00000162004	4147
ENSG00000162062	2854
ENSG00000162063	6309
ENSG00000162065	9103
ENSG00000162066	4366
ENSG00000162073	2972
ENSG00000162076	1365
ENSG00000162086	8063
ENSG00000162104	10358
ENSG00000162105	16428
ENSG00000162129	4232
ENSG00000162139	4347
ENSG00000162144	10597
ENSG00000162191	2510
ENSG00000162194	3653
ENSG00000162222	2657
ENSG00000162227	3149
ENSG00000162231	6194
ENSG00000162236	2257
ENSG00000162241	7855
ENSG00000162244	1912
ENSG00000162290	6154
ENSG00000162298	5496
ENSG00000162300	2782
ENSG00000162302	3807
ENSG00000162337	6164
ENSG00000162341	6130
ENSG00000162368	3844
ENSG00000162377	1780
ENSG00000162378	8211
ENSG00000162384	4487
ENSG00000162385	1463
ENSG00000162390	9768
ENSG00000162396	2347
ENSG00000162402	11708
ENSG00000162407	5286
ENSG00000162408	7293
ENSG00000162409	9347
ENSG00000162413	6670
ENSG00000162415	6046
ENSG00000162419	6459
ENSG00000162426	2888
ENSG00000162430	4421
ENSG00000162433	7578
ENSG00000162434	6317
ENSG00000162437	6070
ENSG00000162441	2792
ENSG00000162458	4716
ENSG00000162490	7346
ENSG00000162493	3707
ENSG00000162496	3037
ENSG00000162512	7067
ENSG00000162517	2775
ENSG00000162520	3941
ENSG00000162521	9470
ENSG00000162522	5965
ENSG00000162542	4054
ENSG00000162545	2615
ENSG00000162572	4025
ENSG00000162576	3371
ENSG00000162585	10712
ENSG00000162591	7039
ENSG00000162599	10872
ENSG00000162600	3718
ENSG00000162601	8938
ENSG00000162604	5516
ENSG00000162607	4263
ENSG00000162613	5666
ENSG00000162614	4624
ENSG00000162616	3783
ENSG00000162618	3527
ENSG00000162623	4616
ENSG00000162627	2088
ENSG00000162631	9165
ENSG00000162636	9355
ENSG00000162639	2426
ENSG00000162642	3417
ENSG00000162643	3923
ENSG00000162645	6276
ENSG00000162650	5232
ENSG00000162654	6127
ENSG00000162664	10984
ENSG00000162687	7124
ENSG00000162688	8434
ENSG00000162694	4950
ENSG00000162695	8376
ENSG00000162702	4895
ENSG00000162704	5482
ENSG00000162714	10531
ENSG00000162722	3225
ENSG00000162729	2562
ENSG00000162733	10730
ENSG00000162734	2806
ENSG00000162735	4461
